,customer,arrival time,serving time,departure time,time in queue,time in system,time in server
0,1,1.0612398701170709,1.0612398701170709,1.3826636895359883,0.0,0.3214238194189174,0.3214238194189174
1,2,4.013958616301943,4.013958616301943,4.983771500852066,0.0,0.969812884550123,0.969812884550123
2,3,17.930115085625772,17.930115085625772,19.40546153538225,0.0,1.4753464497564792,1.4753464497564792
3,4,19.261937423070705,19.40546153538225,20.47818227697708,0.14352411231154605,1.2162448539063746,1.0727207415948286
4,5,19.903377137058072,20.47818227697708,22.163924161734027,0.5748051399190075,2.2605470246759545,1.685741884756947
5,6,22.257904683900662,22.257904683900662,23.146448149002506,0.0,0.8885434651018436,0.8885434651018436
6,7,23.022268300427186,23.146448149002506,24.233741393716073,0.12417984857532005,1.2114730932888875,1.0872932447135675
7,8,28.561170769744916,28.561170769744916,29.24690347305223,0.0,0.6857327033073162,0.6857327033073162
8,9,31.341670414840273,31.341670414840273,32.10577937413114,0.0,0.7641089592908656,0.7641089592908656
9,10,32.014150768996345,32.10577937413114,34.44062748982918,0.09162860513479387,2.426476720832838,2.334848115698044
10,11,33.98109594976592,34.44062748982918,34.96188372253885,0.45953154006326,0.9807877727729277,0.5212562327096677
11,12,61.50080697267343,61.50080697267343,61.58723609608275,0.0,0.0864291234093173,0.0864291234093173
12,13,62.270147622233715,62.270147622233715,62.380774756093025,0.0,0.11062713385931033,0.11062713385931033
13,14,68.07384313876024,68.07384313876024,68.80929801447762,0.0,0.7354548757173802,0.7354548757173802
14,15,70.45592051898838,70.45592051898838,71.1443135297672,0.0,0.6883930107788245,0.6883930107788245
15,16,75.65789616336801,75.65789616336801,75.80101171077088,0.0,0.14311554740287136,0.14311554740287136
16,17,76.85839699818602,76.85839699818602,77.28185450712968,0.0,0.4234575089436561,0.4234575089436561
17,18,79.73942379048039,79.73942379048039,83.5896311886487,0.0,3.8502073981683083,3.8502073981683083
18,19,97.62517228031076,97.62517228031076,97.78526910232789,0.0,0.16009682201712394,0.16009682201712394
19,20,98.63156164771131,98.63156164771131,99.88030071312257,0.0,1.2487390654112573,1.2487390654112573
20,21,99.29923096937948,99.88030071312257,103.61315140969614,0.5810697437430861,4.313920440316664,3.7328506965735784
21,22,105.31796125557017,105.31796125557017,107.44281023902512,0.0,2.124848983454953,2.124848983454953
22,23,108.61205048937225,108.61205048937225,110.84314001693151,0.0,2.231089527559263,2.231089527559263
23,24,113.76201782867878,113.76201782867878,113.8050053114851,0.0,0.042987482806324806,0.042987482806324806
